SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE
1,1,1,0,0,3,48,1,N,2
1,N,8,1,N,3,46,1,N,2
2,N,1,0,7,4,67,1,N,2
2,6,2,0,9,4,47,1,N,2
1,N,1,1,5,2,44,1,N,2
1,4,1,1,6,5,43,1,N,2
1,1,2,1,3,12,38,1,N,2
2,1,1,0,N,10,17,1,N,2
2,6,8,0,2,10,14,1,N,2
2,4,1,2,N,5,3,1,N,2
1,4,1,1,2,5,36,1,N,2
1,4,6,1,3,N,12,1,N,2
2,1,2,1,N,10,25,3,N,2
2,2,9,1,1,7,14,1,N,2
2,6,6,2,1,10,45,1,N,2
1,6,1,1,3,9,64,1,N,2
1,N,1,2,0,3,29,1,N,2
2,1,1,2,8,5,63,1,N,2
1,6,3,1,3,9,12,1,N,2
1,6,1,1,N,10,73,1,N,1
1,6,1,2,0,9,6,3,N,2
1,6,9,1,N,10,50,1,N,2
1,1,1,2,8,5,32,1,N,1
2,N,2,2,0,5,19,2,5,2
1,6,2,1,5,1,60,1,N,2
2,1,1,2,0,7,14,1,N,2
2,2,2,1,7,9,62,1,N,2
2,1,3,0,2,8,52,1,N,2
2,4,1,2,4,9,4,3,N,2
2,6,1,1,3,10,69,1,N,2
2,N,1,2,7,10,51,1,N,2
1,1,3,1,N,N,28,1,N,2
1,6,1,1,8,5,26,1,N,2
1,6,3,2,7,10,40,1,N,2
2,1,2,1,1,5,83,1,N,2
2,4,1,1,N,3,39,3,N,2
2,6,1,1,2,10,53,1,N,2
2,6,1,1,N,9,30,1,N,2
1,6,2,1,0,8,40,1,N,2
1,1,3,1,9,1,33,1,N,2
1,1,3,1,4,9,50,1,N,2
1,4,8,2,6,4,33,1,N,2
2,6,6,1,N,9,72,3,N,2
2,6,2,2,9,3,33,3,N,2
2,1,1,1,7,4,46,1,N,2
1,1,1,1,0,4,17,1,N,2
1,1,1,1,0,10,45,1,N,2
2,6,1,2,0,12,35,1,N,2
1,N,1,2,0,12,28,1,N,2
2,N,1,1,1,4,53,1,N,2
2,6,2,2,2,3,81,1,N,2
2,N,1,1,9,1,40,1,N,2
1,N,1,1,6,3,48,1,N,2
2,1,1,1,3,10,3,1,N,2
2,4,9,1,8,3,39,1,N,2
1,N,8,2,7,5,50,1,N,2
2,1,1,1,4,7,66,1,N,2
2,6,6,1,N,7,21,1,N,2
1,3,2,2,1,3,64,1,N,2
2,1,1,1,7,3,66,1,N,2
1,1,2,2,N,3,29,1,N,2
1,2,1,2,4,7,79,1,N,1
1,1,1,2,6,1,26,1,N,2
1,1,2,1,9,7,25,1,N,2
2,N,1,2,9,7,23,1,N,2
1,4,2,0,3,5,23,1,N,2
1,4,2,0,N,3,3,1,N,2
1,6,2,2,2,8,9,1,N,2
1,1,1,1,0,9,61,1,N,2
1,N,1,1,6,10,67,1,N,2
1,N,1,1,1,5,29,1,N,2
2,1,2,1,5,4,74,1,N,2
2,6,1,2,1,9,23,1,N,2
1,6,1,2,7,7,18,1,N,2
1,6,1,2,2,9,26,1,N,2
2,6,1,1,N,9,26,1,N,2
2,N,1,1,6,10,30,1,N,2
2,1,2,1,8,2,0,1,N,2
2,1,1,2,N,9,58,3,N,2
2,1,1,1,2,10,44,1,N,2
1,3,2,1,1,3,22,1,N,2
1,6,1,1,3,8,90,2,N,2
1,6,6,1,6,5,47,1,N,2
2,4,6,1,3,3,47,1,N,1
2,6,2,1,7,10,51,1,N,2
1,1,2,1,3,4,58,1,N,2
2,1,1,1,8,10,32,1,N,2
1,6,1,2,3,2,30,1,N,2
1,6,1,2,0,5,58,1,N,2
2,1,1,1,4,4,38,1,N,2
1,N,1,1,1,3,84,1,N,2
2,2,1,2,4,9,15,1,N,2
1,N,1,2,N,10,16,1,N,2
2,1,1,1,5,6,16,3,N,2
2,1,1,1,6,10,77,1,N,2
2,N,1,1,1,7,16,1,N,2
1,6,6,2,5,7,25,1,N,2
2,4,2,1,0,7,19,1,N,2
2,6,1,1,9,10,65,1,N,2
2,N,1,1,4,4,5,1,N,2
2,6,1,1,5,9,78,1,N,2
2,1,6,1,0,3,23,1,N,2
1,5,2,1,3,8,67,1,N,2
1,4,2,2,6,7,33,1,N,2
2,N,6,2,N,10,45,1,N,2
2,6,1,2,6,9,53,1,N,2
1,6,1,1,N,7,75,1,4,2
1,4,1,1,2,4,16,1,N,2
1,1,2,1,7,8,66,1,N,2
2,1,1,1,0,3,66,1,N,2
2,1,2,1,8,5,17,1,N,2
2,6,1,2,N,5,18,1,N,2
1,4,2,2,0,9,9,1,N,2
1,1,7,1,9,7,8,1,N,2
1,1,1,1,6,2,52,1,2,2
1,4,1,1,6,9,22,1,N,2
1,3,2,1,7,3,50,1,N,2
2,1,1,1,0,5,89,1,N,2
2,1,1,2,1,8,6,1,N,2
2,1,6,2,2,5,19,3,N,2
2,4,1,1,N,5,35,3,N,2
2,1,1,2,N,5,30,3,N,2
2,6,1,2,0,4,50,1,N,2
2,6,1,1,9,5,10,1,N,2
2,6,1,1,8,10,30,1,N,2
2,1,2,1,2,10,41,1,N,2
1,6,1,1,0,5,6,2,N,2
2,1,1,1,1,8,62,1,N,2
2,1,1,1,N,2,25,1,N,2
2,N,2,1,4,7,67,1,N,2
2,3,1,2,7,5,18,1,N,2
1,6,2,2,3,3,41,1,N,2
2,1,1,1,2,8,38,1,N,2
2,3,6,1,8,N,23,1,N,2
1,N,1,2,0,7,73,1,N,2
1,6,2,2,5,7,50,1,N,2
1,6,9,1,3,8,16,1,N,2
2,1,1,2,6,7,69,1,N,2
2,N,1,2,N,9,21,1,N,2
2,N,8,1,9,3,44,1,N,2
2,6,6,2,N,10,82,1,N,2
2,1,1,2,4,4,62,1,N,2
1,6,6,2,N,9,42,1,N,2
1,1,6,1,9,6,17,1,N,2
2,6,2,1,6,10,19,1,N,1
1,4,9,0,9,6,34,1,N,2
1,N,1,2,3,7,7,1,N,2
1,6,3,2,N,5,48,1,N,2
1,N,1,1,0,6,63,3,N,2
2,4,2,1,N,2,18,1,N,2
1,6,1,1,0,8,32,1,N,2
1,4,1,1,4,11,83,1,N,2
2,1,2,1,N,3,28,1,N,2
1,1,1,1,8,6,26,1,N,2
2,1,9,2,3,5,9,1,N,1
2,N,1,1,1,N,52,1,N,2
2,1,2,0,2,3,77,1,N,2
2,N,1,1,4,10,26,1,N,2
1,1,1,2,2,9,23,1,N,2
2,N,1,0,8,4,54,1,N,2
1,N,2,1,9,7,40,1,N,2
1,1,2,1,9,12,16,1,N,2
1,1,1,2,N,10,23,1,N,2
1,6,1,1,2,7,21,1,N,2
1,N,1,2,5,9,60,1,N,2
2,6,1,1,N,5,23,1,N,2
2,1,1,2,1,3,10,1,N,2
1,1,2,2,1,9,60,1,N,2
2,1,1,1,N,9,24,1,N,2
2,3,1,1,9,6,70,1,N,2
1,6,1,1,0,3,20,1,N,2
1,3,1,1,0,10,58,1,N,2
1,N,1,1,1,10,29,1,N,2
2,6,2,2,2,9,30,1,N,2
2,6,1,2,N,7,17,1,N,2
2,1,1,2,6,5,84,2,N,2
2,6,2,1,7,3,86,1,N,2
2,N,1,1,6,9,67,1,N,2
2,6,1,1,N,3,10,1,N,2
1,1,1,2,2,7,83,1,N,2
2,N,2,1,5,5,12,1,N,2
2,5,2,0,3,4,56,1,N,2
2,1,7,1,9,5,29,1,N,2
2,6,1,1,5,10,37,1,N,2
2,4,1,2,9,7,3,1,N,2
1,N,2,1,6,10,0,1,N,2
2,N,2,2,3,N,65,1,N,2
2,5,1,1,N,7,40,1,N,2
2,1,2,2,9,11,67,1,N,2
1,1,2,1,3,3,17,1,N,2
1,1,1,1,9,12,17,1,N,2
1,6,1,2,9,6,50,1,N,2
2,N,1,1,5,3,64,1,N,1
1,4,1,1,N,2,24,1,N,2
1,4,1,1,N,7,9,1,N,2
2,6,2,2,2,9,40,1,N,2
1,1,1,2,3,4,69,1,N,2
1,6,1,1,3,5,26,1,N,2
1,4,1,0,2,9,53,1,N,2
1,6,6,1,9,N,5,1,N,2
2,4,1,1,3,9,43,1,N,2
1,6,6,1,9,3,16,3,N,2
2,1,1,2,2,8,23,1,N,2
2,1,1,1,N,7,16,1,N,2
1,1,1,2,4,9,17,1,N,2
2,6,2,1,N,N,11,1,N,2
2,N,6,2,7,9,29,1,N,2
1,N,1,2,N,7,25,1,N,2
1,1,1,1,5,3,84,1,N,2
1,1,2,1,1,7,16,1,N,2
2,6,1,1,1,9,45,1,N,2
2,3,2,1,9,8,60,1,N,2
1,6,1,2,2,6,28,1,N,2
2,1,2,1,1,9,65,1,N,2
2,1,1,1,0,5,56,1,N,2
2,4,1,1,5,9,23,1,N,2
2,6,1,1,8,5,24,1,N,2
2,6,1,2,N,8,20,1,N,2
1,6,9,2,4,10,58,1,N,2
2,6,6,2,1,12,56,1,N,2
2,1,1,1,0,3,55,1,N,2
2,3,1,1,9,11,39,1,N,1
1,6,1,2,2,9,64,1,N,2
2,N,1,2,8,4,30,1,N,2
2,N,1,1,7,12,55,1,N,2
2,6,1,1,6,12,42,1,N,2
2,1,1,2,0,8,34,1,N,2
1,1,1,1,9,7,5,1,N,2
1,6,1,1,3,3,33,1,N,2
1,N,1,1,0,9,51,1,N,2
1,1,1,2,3,7,31,1,N,2
1,1,6,2,5,4,10,1,N,2
2,N,2,1,1,6,62,1,N,2
2,4,1,1,N,2,58,1,N,2
2,6,6,2,N,4,0,1,N,2
2,1,6,1,6,4,73,1,N,2
2,6,1,1,7,3,9,1,N,2
2,1,1,1,7,7,0,1,N,2
2,N,1,1,4,7,77,3,N,2
2,1,1,2,7,9,4,1,N,2
1,1,1,1,N,7,52,1,N,1
2,N,1,1,4,6,73,1,N,2
1,4,2,1,N,9,67,1,N,2
1,1,2,2,N,5,64,1,N,2
1,6,2,2,3,7,47,1,N,2
1,N,2,1,N,7,19,1,N,2
2,6,1,2,2,5,79,1,N,2
1,6,2,2,5,7,12,1,N,2
1,1,9,1,9,11,58,1,N,2
2,4,2,2,5,3,18,1,N,2
1,6,1,1,5,5,34,1,N,2
2,2,6,2,5,10,21,1,N,2
1,6,2,1,4,3,23,1,N,2
1,N,1,2,N,3,11,1,N,2
2,6,3,2,1,3,32,1,N,2
2,1,2,0,1,7,63,1,N,2
2,1,1,1,4,7,3,1,N,2
2,N,1,1,9,10,35,1,N,2
1,1,1,0,1,6,68,1,N,2
2,N,1,1,9,3,6,1,N,2
1,1,1,2,7,9,14,1,N,2
2,6,1,1,2,5,46,1,N,2
1,6,1,2,N,3,28,1,N,2
2,N,1,2,N,9,44,1,N,2
2,5,2,1,4,11,22,1,N,2
2,2,1,2,8,7,59,1,N,2
2,6,6,1,N,11,34,1,N,2
1,1,1,1,8,7,38,1,N,2
2,N,8,2,1,10,40,1,N,2
1,6,2,1,N,4,60,1,N,2
1,N,1,2,9,10,71,3,N,2
1,N,2,1,7,4,58,1,N,2
1,6,6,1,9,4,33,1,N,2
2,1,2,0,9,9,61,1,N,2
1,1,1,1,4,4,59,1,N,2
2,6,1,1,N,5,10,1,N,2
1,6,2,2,9,5,12,1,N,2
1,6,1,2,3,7,27,1,N,2
2,6,2,2,6,10,55,1,N,2
1,5,2,1,9,11,37,1,N,2
2,4,6,1,0,7,12,1,N,2
1,N,1,2,3,5,33,1,N,2
2,6,2,1,8,10,20,1,N,2
1,3,3,1,3,7,60,1,N,2
2,4,1,0,5,5,23,1,N,2
1,5,1,2,3,4,19,1,N,2
2,5,1,1,9,10,74,1,N,2
1,N,2,2,5,5,26,1,N,2
2,6,1,1,N,8,32,1,N,2
1,6,1,1,1,9,9,1,N,2
1,N,1,0,3,4,37,1,N,2
2,N,1,2,N,9,53,1,N,2
1,6,9,1,6,3,12,1,N,2
1,6,1,1,N,7,56,1,N,2
1,6,1,0,6,7,41,1,N,2
2,6,1,1,6,9,67,1,N,2
2,1,2,2,0,3,56,1,N,2
2,N,1,1,5,5,25,1,N,2
2,1,1,1,3,4,62,1,N,2
2,4,1,0,N,3,67,1,N,2
2,1,2,1,N,5,14,1,N,2
1,1,1,2,2,10,24,1,N,2
1,N,6,1,8,10,23,1,N,2
1,4,1,1,N,5,62,1,N,2
1,N,1,1,0,8,67,1,N,2
1,1,8,2,8,7,32,1,N,2
2,1,1,1,8,5,64,1,N,2
1,1,2,2,5,9,38,1,N,2
2,N,1,1,6,3,34,1,N,2
1,1,2,1,3,10,80,1,N,2
2,1,6,1,8,9,6,1,N,2
1,6,3,1,N,3,41,1,N,2
1,4,2,2,1,5,8,1,N,2
2,6,1,1,2,7,55,1,N,2
2,4,2,2,3,3,5,2,N,2
1,N,1,1,9,7,51,1,N,2
2,6,1,1,7,8,70,3,N,2
2,6,2,2,N,10,38,1,N,2
1,1,1,2,6,N,69,1,N,2
1,6,1,1,1,6,27,1,N,2
1,1,1,2,7,3,1,2,N,2
1,6,6,2,1,10,41,1,N,2
2,6,1,1,0,10,40,1,N,2
2,6,1,1,8,4,34,1,N,2
1,6,1,1,4,10,50,1,N,2
1,6,1,1,9,7,78,1,N,2
2,6,2,1,7,7,41,1,N,2
2,1,6,1,N,5,85,1,N,2
1,6,2,1,8,3,67,1,N,2
2,2,1,1,5,3,33,1,N,2
2,1,2,1,8,9,64,1,N,2
1,N,1,1,4,10,46,1,N,2
1,6,6,2,2,5,61,1,4,2
1,1,1,2,3,9,57,1,N,2
2,5,1,0,0,5,19,1,N,2
2,3,8,1,7,8,42,1,N,2
2,1,1,2,0,10,42,1,N,2
1,6,2,2,7,5,82,1,N,2
1,6,1,1,9,5,2,1,N,2
1,N,6,0,4,10,26,1,N,2
2,1,2,2,2,10,2,1,N,2
2,6,1,1,N,9,55,1,N,2
2,N,6,2,N,2,31,1,N,2
2,N,2,1,7,5,54,1,N,2
1,6,1,2,7,4,53,1,N,2
1,N,2,2,0,7,14,1,N,2
2,6,1,2,1,10,44,1,N,2
1,1,2,1,N,10,19,1,N,2
2,3,3,1,N,10,63,1,N,2
1,6,6,1,0,10,19,1,N,2
1,4,1,2,3,7,22,1,N,2
1,6,1,2,9,4,62,1,N,2
2,1,1,2,2,10,81,1,N,2
1,4,1,1,9,7,80,1,N,2
1,N,1,2,7,9,39,2,N,2
2,1,9,1,1,2,20,1,N,2
2,6,2,2,1,11,19,1,N,2
2,6,1,1,6,7,14,1,N,2
1,6,1,1,9,7,37,1,N,2
1,1,1,2,9,6,27,1,N,2
2,6,2,2,9,5,77,1,N,2
1,6,2,1,N,7,48,2,N,2
2,6,6,0,5,9,9,2,N,2
1,6,6,2,8,3,71,1,N,2
2,2,1,2,8,5,53,1,N,2
2,6,2,1,6,11,27,1,N,2
1,6,2,1,N,10,52,1,N,2
1,4,2,1,N,7,23,1,N,2
2,6,6,2,6,6,18,1,N,2
1,1,1,1,6,9,70,1,N,2
2,6,1,2,2,7,24,1,N,2
1,1,1,1,N,7,28,1,N,2
2,N,2,2,N,8,2,1,N,2
2,6,1,0,2,3,48,1,N,2
1,6,2,1,9,10,4,1,N,2
2,1,1,2,0,N,41,1,N,2
1,4,1,2,0,7,18,1,N,2
1,6,1,1,4,5,70,1,N,2
1,1,1,1,9,11,46,1,N,2
2,4,1,2,8,7,83,1,N,2
1,1,2,0,6,10,63,1,N,2
2,6,1,1,4,11,8,1,N,1
2,1,1,2,7,10,17,1,N,2
1,3,1,1,8,3,20,1,N,2
1,1,1,2,9,11,57,1,N,2
2,6,1,2,5,10,29,1,3,2
2,1,1,1,1,9,57,1,N,2
2,6,2,2,0,7,64,1,N,2
2,1,8,0,5,5,29,1,N,2
2,6,1,1,8,9,40,1,N,2
2,6,1,2,6,12,16,3,N,2
1,1,6,1,5,2,29,1,N,2
1,2,1,2,N,8,15,1,N,2
1,N,2,1,N,5,49,2,N,2
1,1,8,1,9,10,53,1,N,2
1,1,2,1,1,8,42,1,N,2
1,4,6,1,6,11,46,1,N,2
1,1,1,1,N,7,58,1,N,2
2,2,8,1,0,4,9,1,N,2
2,6,1,2,6,3,15,1,N,2
2,4,1,2,4,6,15,1,N,2
1,3,1,2,N,3,4,1,N,2
1,6,8,1,4,9,24,1,N,2
2,1,1,1,5,9,5,1,N,2
2,1,2,1,3,9,78,1,N,2
2,1,3,1,7,7,80,1,N,2
2,1,1,1,4,2,19,1,N,2
1,4,1,1,2,7,19,1,N,2
1,6,1,1,N,9,78,1,N,2
1,2,2,1,0,3,40,1,N,2
2,1,1,2,1,5,29,1,N,2
1,1,8,2,0,7,5,1,N,2
2,1,1,1,1,3,31,1,N,2
1,1,1,1,1,1,87,1,N,2
1,6,3,2,0,7,48,1,N,2
2,1,2,0,9,6,17,1,N,2
1,N,1,1,N,6,62,1,N,2
1,1,9,1,2,4,7,1,N,2
2,N,1,1,8,3,53,1,N,2
2,N,1,1,8,N,36,1,N,2
1,1,1,0,6,10,12,1,N,2
1,1,8,1,9,8,61,1,N,2
1,6,6,1,N,4,53,1,5,2
2,1,6,1,0,5,17,1,N,2
2,6,1,1,6,8,33,1,N,2
1,4,1,1,7,2,1,1,N,2
2,1,2,0,N,3,2,1,N,2
1,1,1,2,N,9,62,1,N,2
1,6,2,1,N,3,46,1,N,2
1,4,1,2,1,3,9,1,N,2
2,6,2,2,1,9,25,1,N,2
1,1,1,1,3,5,62,1,N,2
2,6,1,2,6,11,79,1,N,2
2,1,1,1,2,11,34,1,N,2
2,N,9,2,3,10,67,1,N,2
1,1,1,2,7,3,10,1,N,2
1,1,1,1,9,4,5,3,N,2
1,1,2,1,3,4,12,3,N,2
1,1,1,1,6,3,47,1,N,2
2,1,1,1,8,N,72,1,N,2
1,6,1,1,0,N,2,1,N,2
1,6,1,2,2,9,55,1,N,2
2,6,1,1,9,8,62,1,N,2
2,N,1,2,N,10,35,1,N,2
1,4,3,1,7,5,21,1,N,2
1,6,2,1,3,N,58,1,N,2
1,2,1,0,8,5,15,1,N,2
2,6,2,2,5,10,42,1,N,2
1,N,8,1,N,7,22,1,N,2
2,1,1,2,3,N,66,1,N,2
2,1,1,1,N,5,62,1,N,2
2,1,1,1,3,6,3,1,N,2
1,6,1,1,1,9,45,1,N,2
2,1,1,1,9,1,56,1,N,2
2,N,1,0,N,4,58,1,N,2
1,1,1,1,4,11,13,1,N,2
1,4,3,2,7,9,84,1,N,2
1,6,1,1,0,10,0,1,N,2
1,1,1,1,2,8,30,1,N,2
2,5,1,2,7,3,64,2,N,2
2,6,1,0,N,3,70,1,N,2
2,6,9,2,8,11,19,1,N,2
1,1,1,1,6,7,46,1,N,2
2,N,2,2,2,11,20,1,N,2
1,1,2,2,8,7,28,1,N,1
2,N,2,1,0,3,21,1,N,2
1,1,6,1,9,9,14,1,N,2
1,6,1,1,7,4,1,1,N,2
2,1,1,1,9,10,61,1,N,2
2,1,2,1,0,9,45,1,N,2
1,6,1,1,6,N,20,1,N,2
2,6,1,1,9,9,51,1,N,2
1,6,6,1,7,9,27,1,N,2
2,6,2,2,3,9,19,1,N,2
1,6,1,1,6,3,44,1,N,2
2,4,1,2,1,5,55,2,N,2
2,6,1,2,5,6,21,1,N,2
1,1,1,0,N,7,35,1,N,2
2,2,1,1,9,5,21,2,N,2
1,6,2,2,1,7,76,1,N,2
2,6,1,2,N,3,18,1,N,2
1,4,1,1,2,4,44,1,N,2
1,1,8,1,0,4,45,1,N,2
1,6,9,2,4,9,33,1,N,2
2,1,1,1,4,4,34,1,N,2
2,1,1,2,4,3,55,1,N,2
2,6,2,2,1,3,11,1,N,2
2,1,2,2,8,4,27,1,N,2
1,1,2,1,2,7,59,1,N,2
2,2,2,2,1,4,32,1,N,2
1,1,1,2,1,6,44,1,N,2
1,4,2,1,6,7,70,1,N,2
2,6,1,1,6,12,17,1,N,2
2,4,3,1,7,2,4,1,N,2
1,1,2,1,9,2,43,1,N,2
2,6,2,2,9,10,28,1,N,2
1,N,1,0,5,4,62,1,N,2
2,6,1,2,N,10,44,1,N,2
2,1,6,2,4,5,27,1,N,2
2,4,1,1,7,3,58,1,N,2
1,1,1,1,4,9,29,1,N,2
1,4,1,0,8,5,24,1,N,2
1,N,8,1,N,10,2,1,N,2
1,6,8,1,9,10,73,1,5,2
2,N,1,1,N,7,22,1,N,2
2,1,2,1,5,4,77,1,N,2
2,1,1,1,8,9,20,1,N,2
2,6,1,2,N,2,53,2,N,2
2,6,1,2,3,5,18,1,N,2
1,N,1,1,8,10,0,1,N,2
1,6,1,1,N,11,55,1,N,2
1,1,9,2,5,3,48,1,N,2
1,6,2,1,9,9,2,1,N,2
2,3,1,1,6,4,71,1,N,2
1,N,1,1,1,9,28,1,N,2
2,1,1,2,2,10,33,1,N,2
1,1,1,2,7,3,42,1,N,2
2,1,1,1,5,8,43,1,N,2
2,1,1,2,0,3,47,3,N,2
1,3,1,1,9,N,77,1,N,2
1,1,1,1,1,11,60,1,N,2
2,1,2,2,7,9,62,3,N,2
2,1,1,2,4,11,58,1,N,2
1,6,1,1,2,9,64,1,N,2
1,1,2,2,7,N,67,1,N,2
2,6,2,1,2,2,39,2,N,2
2,N,2,0,9,2,36,1,N,2
1,1,2,1,0,7,62,1,N,2
1,2,9,1,8,10,9,1,N,2
2,6,2,2,6,N,72,3,N,2
1,1,2,1,0,4,76,1,N,2
2,6,2,2,5,9,43,1,N,2
2,1,2,1,N,8,12,1,N,2
1,4,2,2,1,7,15,1,N,2
1,2,1,1,7,9,63,1,N,2
1,1,2,1,5,7,64,1,N,2
1,5,1,2,5,12,5,1,N,2
2,5,1,1,4,7,72,1,N,2
1,N,1,2,4,5,72,1,N,2
2,N,1,1,0,3,34,1,N,2
1,6,3,2,8,3,4,2,N,2
1,6,1,1,1,9,21,1,N,2
1,1,1,1,7,10,28,1,N,2
2,N,3,2,1,7,54,1,N,2
2,N,1,1,8,3,29,1,N,2
2,1,1,1,0,8,19,1,N,2
1,6,2,0,8,5,65,1,N,2
1,1,2,1,0,9,56,1,N,1
2,6,1,1,N,7,66,1,N,2
2,1,1,1,6,5,41,1,N,2
2,N,2,2,0,7,27,3,N,2
1,N,6,1,N,7,19,1,N,2
2,6,1,1,7,1,83,1,N,2
2,N,2,1,5,3,37,1,N,2
1,6,1,1,7,5,37,1,N,2
2,4,1,1,0,5,20,1,N,2
2,6,8,2,0,3,11,1,N,2
2,6,1,1,9,3,9,1,N,2
1,6,1,1,3,5,51,1,N,2
2,6,2,1,4,10,12,1,N,2
1,1,1,1,7,9,94,1,N,2
2,6,1,1,N,5,32,1,N,2
1,N,6,2,3,11,26,1,N,2
2,6,6,1,3,5,44,1,N,2
2,1,1,0,N,5,66,1,N,2
1,1,1,0,1,7,85,1,N,2
1,1,1,1,4,8,40,1,N,2
2,6,1,1,6,5,34,1,N,2
2,N,1,2,6,2,5,1,N,2
1,1,2,1,2,7,36,3,N,2
2,N,2,0,6,5,57,1,N,2
1,6,1,1,8,9,65,1,N,2
1,1,1,2,5,9,69,1,N,2
2,6,1,1,N,7,60,1,N,2
2,1,6,2,9,7,79,1,N,2
2,6,1,2,0,N,66,1,N,2
1,1,1,2,4,1,71,1,N,2
2,2,2,1,0,9,45,1,N,2
2,6,2,2,4,5,60,1,N,2
1,6,1,1,5,7,60,1,N,2
1,N,1,1,9,12,19,1,N,2
2,1,1,2,N,4,5,1,N,2
1,1,9,1,7,11,10,1,N,2
2,6,1,2,2,9,71,1,N,2
1,4,2,2,8,3,62,1,N,2
2,1,1,1,7,9,63,1,N,2
2,3,1,0,8,3,37,1,N,2
2,6,6,1,1,10,14,1,N,2
1,6,1,1,7,10,62,1,N,2
2,6,1,2,7,5,20,1,N,2
2,1,1,2,2,3,43,1,N,2
1,6,2,1,4,3,43,1,N,2
2,4,1,2,5,9,93,1,N,2
1,1,2,2,3,10,73,1,2,2
1,1,1,1,8,4,66,1,N,2
2,1,2,0,9,5,49,1,N,2
2,1,1,1,3,8,32,1,N,2
1,4,2,1,3,11,65,1,N,2
2,1,1,2,5,8,26,3,N,2
1,1,1,1,3,7,35,1,N,2
2,4,1,1,N,10,40,1,N,2
1,N,9,2,9,10,0,1,N,2
2,6,1,1,N,3,30,1,N,2
1,6,2,1,7,4,41,1,N,2
1,N,6,2,8,6,4,1,N,2
1,N,1,1,N,3,67,1,N,2
2,1,1,1,9,9,63,1,N,2
2,6,1,1,9,7,65,1,N,2
2,6,1,2,7,9,19,1,N,2
1,6,1,1,6,10,73,1,N,2
2,5,1,0,9,11,33,1,N,2
2,4,1,1,5,10,78,1,N,2
2,6,1,1,7,3,16,1,N,2
2,6,1,1,3,9,40,1,N,2
1,6,2,1,8,5,38,1,N,2
2,1,6,1,3,6,10,1,N,2
1,6,1,2,9,3,90,1,N,2
2,6,1,2,1,3,54,1,N,2
2,N,2,1,2,4,56,1,N,2
2,1,2,1,1,7,18,1,N,2
2,1,2,1,2,9,55,1,N,2
1,1,1,1,7,5,57,1,N,2
2,N,1,1,9,5,34,1,N,2
2,6,1,2,3,9,16,1,N,2
1,6,1,1,0,7,64,1,N,2
2,N,6,1,5,6,74,1,N,2
1,6,3,1,0,5,49,1,N,2
2,5,6,1,9,10,61,1,N,2
1,1,1,1,3,9,23,1,N,2
1,N,6,1,1,5,79,1,N,2
2,2,1,2,1,N,56,1,N,2
2,6,1,1,4,1,2,1,N,2
1,2,6,2,5,5,9,1,N,2
2,6,2,2,3,5,67,1,N,2
2,6,1,2,0,10,33,1,N,2
2,6,2,2,5,9,18,1,N,2
1,6,1,2,2,10,69,1,N,2
1,1,1,2,2,9,69,1,N,2
2,N,1,1,7,7,16,1,N,2
1,1,2,1,N,5,54,1,N,2
2,2,2,2,1,7,60,2,N,2
2,6,1,1,5,3,68,1,N,2
2,1,1,1,4,5,27,1,N,2
2,N,1,0,9,4,86,1,N,2
2,1,1,1,N,9,33,1,N,2
2,6,9,2,9,7,49,1,N,2
2,N,1,1,3,7,72,1,N,1
1,1,1,0,N,7,66,1,N,2
1,4,2,1,8,N,35,1,N,2
2,6,1,1,9,7,46,1,N,2
2,N,2,2,9,7,23,1,N,2
2,1,2,2,0,10,8,1,N,2
2,6,2,1,N,2,72,1,N,2
1,6,2,2,0,9,40,1,N,2
1,N,2,0,9,9,44,1,N,2
2,N,2,2,2,5,47,1,N,2
2,N,1,1,4,9,53,1,N,2
1,6,1,2,N,5,75,1,N,2
2,6,1,2,8,5,4,1,N,1
2,3,9,1,4,5,62,1,N,2
1,1,2,1,9,4,18,1,N,2
1,N,3,1,5,5,25,1,N,2
1,N,1,1,8,3,5,1,N,2
1,1,1,1,5,7,38,1,N,2
2,N,1,1,3,9,72,1,N,2
1,N,2,1,2,9,6,1,N,2
2,6,6,2,1,4,29,1,N,2
1,2,8,1,N,10,40,1,N,2
1,N,1,1,9,10,30,2,N,2
1,1,2,1,7,3,16,1,N,2
2,N,8,1,0,10,35,1,N,2
2,6,8,1,3,9,20,1,N,2
1,1,1,2,7,11,19,1,N,2
2,1,1,1,8,7,77,1,N,2
2,1,1,1,5,3,76,1,N,2
1,6,2,2,N,N,15,1,N,2
2,N,1,1,0,11,48,1,N,2
2,6,2,1,9,3,29,1,N,2
2,N,1,2,N,3,4,1,N,2
2,1,2,1,4,5,64,1,N,1
2,4,2,1,5,11,19,1,N,2
1,6,1,1,0,9,54,1,N,2
1,1,2,1,2,8,5,1,N,2
1,6,2,2,7,7,52,1,N,2
2,1,1,1,6,2,63,1,N,2
2,1,1,2,0,3,62,1,N,2
1,3,3,2,5,7,59,1,N,2
1,N,1,1,6,N,10,1,N,2
2,6,2,1,6,4,33,1,N,2
2,N,3,1,N,6,75,1,N,2
2,4,6,2,2,5,59,1,N,2
2,6,1,1,4,8,50,1,N,2
2,6,6,2,9,7,7,1,N,1
1,4,1,1,6,2,69,1,N,2
2,2,1,2,8,9,54,1,N,2
1,N,2,1,6,9,10,1,N,2
