,RAC1P,SEX,EDU,MSP,PINCP_DECILE,HOUSING_TYPE,OWN_RENT
20170,1,2,5,2,1,1,1
20171,7,2,6,1,2,1,1
20172,7,2,3,1,3,3,1
20173,7,1,7,1,2,1,1
20174,1,1,9,2,1,2,2
20175,1,2,6,5,3,3,2
20176,7,1,8,6,4,1,0
20177,1,2,7,2,5,1,1
20178,1,2,4,2,0,1,0
20179,1,2,7,6,4,1,1
20180,8,1,4,6,1,1,0
20181,1,2,6,2,3,1,1
20182,1,1,8,6,3,1,0
20183,1,2,7,3,3,2,1
20184,1,1,6,1,2,1,1
20185,1,1,3,2,1,2,2
20186,1,2,9,6,7,1,0
20187,3,1,7,6,1,3,1
20188,6,2,6,3,3,1,1
20189,2,1,8,1,1,2,0
20190,1,1,8,1,2,1,1
20191,7,1,7,1,3,1,1
20192,5,2,10,4,2,2,0
20193,8,2,1,1,2,1,0
20194,1,1,4,3,3,3,0
20195,1,1,2,4,3,3,0
20196,1,2,6,1,0,3,1
20197,4,2,3,1,3,2,1
20198,1,1,5,1,3,3,0
20199,1,2,6,5,3,1,1
20200,1,1,12,1,2,1,2
20201,1,1,5,6,9,1,0
20202,2,1,5,1,2,3,1
20203,6,2,3,3,2,2,0
20204,6,2,7,2,4,1,1
20205,1,2,4,1,3,3,1
20206,1,2,7,2,5,1,1
20207,1,1,6,4,2,1,2
20208,2,1,3,3,3,3,1
20209,7,2,6,1,3,1,2
20210,1,2,6,2,3,1,1
20211,1,2,6,4,1,1,2
20212,2,1,7,3,6,2,0
20213,1,1,5,2,3,1,1
20214,1,2,7,2,1,1,1
20215,1,2,4,1,3,2,0
20216,1,2,7,6,5,1,0
20217,1,1,7,4,5,3,1
20218,4,2,7,4,1,2,1
20219,1,1,6,1,4,2,0
20220,1,2,5,1,2,1,1
20221,1,2,3,6,9,3,1
20222,1,2,7,6,6,2,0
20223,6,2,8,6,3,1,0
20224,6,1,1,2,0,1,1
20225,1,1,6,1,2,3,0
20226,1,1,9,5,7,3,1
20227,1,2,7,4,3,1,1
20228,1,1,4,6,1,1,0
20229,3,2,11,1,2,1,1
20230,1,2,5,1,3,2,0
20231,1,1,6,1,2,1,1
20232,7,1,3,4,1,1,0
20233,1,2,2,4,1,2,0
20234,1,1,3,2,2,1,0
20235,1,2,7,1,3,2,0
20236,1,1,2,3,2,3,1
20237,1,1,6,1,1,1,2
20238,8,2,5,1,2,2,1
20239,1,2,5,6,4,3,1
20240,9,2,7,1,1,1,1
20241,1,1,3,4,2,3,0
20242,2,1,5,1,0,2,0
20243,1,1,5,5,3,2,1
20244,1,1,6,3,2,1,1
20245,1,2,7,6,4,1,0
20246,1,2,5,6,2,1,0
20247,1,1,4,5,1,1,0
20248,1,1,5,3,1,1,1
20249,1,2,9,1,0,1,2
20250,1,2,5,1,1,1,1
20251,1,1,2,6,2,1,0
20252,1,2,7,2,1,1,1
20253,7,2,7,1,3,1,2
20254,2,2,5,5,1,3,1
20255,1,2,9,1,3,1,1
20256,1,1,8,6,5,1,1
20257,1,2,5,5,2,1,1
20258,1,1,6,4,8,1,2
20259,1,2,7,4,1,1,1
20260,6,2,5,3,2,1,1
20261,6,1,3,3,2,2,0
20262,1,2,6,1,4,1,2
20263,1,2,8,6,8,3,1
20264,2,1,2,3,1,2,1
20265,1,2,9,1,1,1,2
20266,5,1,6,1,0,1,2
20267,1,2,8,4,3,1,2
20268,1,2,11,5,1,2,2
20269,1,2,8,6,7,1,1
20270,1,2,8,1,7,1,1
20271,1,2,12,5,0,1,2
20272,1,2,3,1,2,1,0
20273,1,2,7,4,4,3,2
20274,1,2,5,3,2,1,1
20275,4,2,9,1,4,2,0
20276,7,1,3,6,7,1,0
20277,1,1,6,5,1,1,1
20278,2,2,6,6,2,3,1
20279,1,2,4,4,0,1,0
20280,5,1,4,2,0,2,1
20281,8,1,6,1,2,1,1
20282,1,2,3,2,8,1,2
20283,1,2,3,6,6,1,1
20284,7,1,3,4,1,2,1
20285,8,1,6,1,5,1,1
20286,5,1,6,2,3,3,1
20287,1,1,4,2,3,3,0
20288,2,2,4,2,1,2,1
20289,7,2,5,6,1,1,0
20290,1,2,6,1,4,1,2
20291,1,1,8,4,5,2,2
20292,1,1,7,6,1,3,1
20293,1,1,8,1,4,1,1
20294,6,1,7,1,4,3,1
20295,8,1,2,4,1,1,0
20296,1,1,6,6,3,1,1
20297,1,2,7,2,2,1,1
20298,8,2,6,5,1,2,2
20299,2,2,1,6,3,1,0
20300,1,2,8,5,6,1,1
20301,1,1,8,1,3,2,1
20302,2,2,8,6,0,1,0
20303,7,2,3,6,3,3,1
20304,1,2,6,3,0,3,2
20305,5,2,3,1,2,2,1
20306,2,1,3,3,1,2,0
20307,1,2,7,3,3,1,1
20308,8,2,5,2,1,1,2
20309,1,2,6,2,3,1,1
20310,1,2,5,3,2,1,1
20311,1,2,5,4,1,1,1
20312,1,2,6,1,3,1,2
20313,5,2,6,6,0,1,1
20314,9,1,8,6,4,1,1
20315,1,2,7,4,2,1,1
20316,2,2,3,6,7,1,0
20317,1,1,3,6,3,1,0
20318,1,1,5,1,0,3,0
20319,1,1,6,3,1,2,0
20320,1,2,4,6,2,3,1
20321,1,1,3,3,2,2,0
20322,1,2,6,4,3,2,1
20323,9,1,8,6,3,1,1
20324,1,1,8,4,2,3,1
20325,4,2,3,3,1,2,0
20326,5,2,4,1,4,3,1
20327,1,2,4,1,0,1,0
20328,1,1,2,3,3,2,0
20329,1,2,5,1,2,2,0
20330,7,2,1,4,1,1,1
20331,7,2,7,6,3,1,0
20332,3,2,3,2,0,3,0
20333,8,1,2,6,3,1,1
20334,1,2,2,2,1,3,1
20335,8,1,9,1,1,1,2
20336,1,1,6,1,0,1,1
20337,1,2,7,2,4,1,2
20338,6,2,6,1,3,1,1
20339,1,1,5,1,3,1,1
20340,1,2,7,1,5,1,2
20341,1,2,7,2,1,2,0
20342,1,1,4,4,6,3,1
20343,1,1,3,4,0,1,0
20344,1,1,3,6,2,1,1
20345,6,2,5,3,4,3,1
20346,1,1,4,4,1,3,1
20347,8,2,4,4,1,1,0
20348,7,2,12,4,4,2,1
20349,2,1,4,6,3,1,1
20350,1,2,6,1,3,1,1
20351,5,2,5,4,5,3,1
20352,1,2,9,2,1,3,2
20353,5,1,6,1,1,1,1
20354,5,1,6,6,3,3,1
20355,1,2,6,5,2,2,0
20356,2,1,8,6,3,3,1
20357,5,2,7,4,3,1,1
20358,1,2,7,1,3,1,1
20359,2,2,3,6,1,1,1
20360,1,1,5,1,1,2,0
20361,2,1,3,2,3,1,1
20362,2,1,8,6,3,1,1
20363,6,2,3,2,1,3,1
20364,1,2,3,1,2,2,0
20365,1,2,6,3,3,1,1
20366,1,2,3,4,0,2,0
20367,2,2,3,2,6,3,1
20368,5,2,4,3,1,3,0
20369,2,1,2,1,1,2,1
20370,1,1,3,1,5,1,0
20371,1,1,4,2,2,1,0
20372,7,2,5,6,0,1,1
20373,1,1,6,4,2,1,1
20374,6,2,4,1,3,1,0
20375,1,2,6,2,5,3,0
20376,1,2,6,1,2,1,2
20377,8,1,2,3,1,2,1
20378,1,1,4,2,0,1,0
20379,1,1,5,4,3,3,1
20380,1,2,6,4,2,3,1
20381,1,1,9,1,0,2,0
20382,1,2,6,1,4,1,1
20383,3,2,6,1,2,2,2
20384,2,2,7,4,1,2,2
20385,4,1,4,3,1,3,0
20386,2,2,2,6,3,1,0
20387,1,1,7,6,2,2,0
20388,1,2,4,2,7,1,1
20389,1,1,6,1,3,1,2
20390,1,2,6,1,3,1,1
20391,8,1,5,6,3,1,0
20392,1,2,7,3,6,3,1
20393,1,1,3,6,3,3,1
20394,8,1,4,2,2,1,0
20395,7,1,6,3,1,3,1
20396,8,2,2,2,2,3,1
20397,1,1,7,1,3,1,2
20398,1,1,6,5,0,3,2
20399,1,2,5,4,3,1,1
20400,2,2,5,1,1,2,1
20401,1,2,3,1,4,3,1
20402,2,1,7,1,1,3,2
20403,7,2,3,2,4,3,1
20404,1,2,7,3,2,2,0
20405,6,2,8,6,6,1,1
20406,2,1,9,1,3,3,0
20407,1,2,2,5,2,1,0
20408,5,1,5,6,4,1,0
20409,5,1,6,1,2,1,2
20410,2,2,5,6,2,1,1
20411,1,2,5,3,0,1,1
20412,1,2,9,6,8,1,0
20413,1,1,6,1,5,2,0
20414,5,2,6,4,2,3,1
20415,2,1,8,1,2,1,1
20416,1,1,4,4,2,1,1
20417,5,2,1,6,0,1,0
20418,6,2,5,6,0,3,1
20419,7,2,8,1,2,1,2
20420,2,1,1,6,7,1,0
20421,1,1,6,4,0,2,0
20422,2,2,8,6,5,1,1
20423,1,1,5,1,8,1,1
20424,2,1,4,1,3,1,1
20425,2,2,4,2,9,2,2
20426,1,2,9,1,6,3,1
20427,1,2,3,4,0,3,1
20428,1,2,5,6,2,1,1
20429,1,1,7,2,1,1,1
20430,1,1,7,6,4,3,1
20431,1,2,7,4,3,2,0
20432,1,1,5,2,1,1,2
20433,8,1,2,2,2,1,1
20434,1,1,7,1,7,1,1
20435,2,2,9,5,1,1,2
20436,9,2,6,1,3,3,1
20437,1,1,3,1,0,2,0
20438,5,1,5,1,1,1,1
20439,1,2,7,3,1,1,1
20440,5,1,5,3,2,1,1
20441,1,2,8,6,4,1,0
20442,1,1,4,1,1,2,0
20443,2,2,2,3,0,2,0
20444,2,1,7,4,3,2,0
20445,2,2,6,5,2,1,1
20446,1,1,4,1,5,2,0
20447,3,2,10,6,9,1,1
20448,1,1,1,6,3,1,0
20449,1,1,3,1,0,2,0
20450,1,1,5,1,0,2,0
20451,6,2,12,6,7,1,0
20452,7,2,1,1,1,1,0
20453,2,2,7,6,3,1,1
20454,7,1,5,3,1,1,1
20455,8,1,2,3,1,2,1
20456,1,1,5,5,0,2,0
20457,1,1,7,1,5,1,1
20458,3,1,6,6,4,1,0
20459,1,2,6,4,2,2,0
20460,1,2,5,3,3,2,0
20461,9,2,4,6,5,1,0
20462,6,1,9,1,3,1,1
20463,1,2,7,6,6,3,1
20464,1,1,3,2,0,3,2
20465,1,1,7,6,3,1,1
20466,1,2,3,3,1,3,0
20467,1,2,3,6,9,1,0
20468,2,1,6,5,3,2,1
20469,1,1,2,3,1,2,0
20470,1,1,8,1,2,1,1
20471,1,2,3,6,2,1,1
20472,1,1,5,6,5,1,1
20473,8,2,5,1,3,2,1
20474,1,2,2,5,0,2,1
20475,2,2,3,6,1,1,0
20476,9,2,4,1,3,1,1
20477,1,1,6,3,1,2,1
20478,2,2,7,6,1,1,1
20479,1,1,8,1,2,1,2
20480,1,2,7,6,3,1,0
20481,1,1,6,1,4,1,2
20482,1,1,4,1,1,3,1
20483,8,2,2,3,1,2,0
20484,1,2,5,2,0,3,0
20485,1,2,4,1,3,1,0
20486,1,2,11,1,2,1,1
20487,1,2,3,6,8,1,0
20488,1,1,6,1,0,1,1
20489,1,1,9,6,5,1,1
20490,4,2,2,3,1,3,0
20491,1,2,6,2,3,2,0
20492,5,1,3,4,1,3,0
20493,1,2,3,6,0,3,1
20494,2,2,7,4,2,3,1
20495,4,2,7,5,3,2,0
20496,1,1,4,5,1,1,1
20497,1,2,5,6,1,3,1
20498,2,1,3,6,5,1,0
20499,1,2,6,1,6,1,1
20500,5,1,3,2,2,3,0
20501,2,1,4,1,1,1,0
20502,1,2,3,3,3,3,1
20503,4,1,6,1,5,3,1
20504,4,1,3,6,4,3,1
20505,1,2,7,1,1,3,1
20506,1,2,7,6,3,1,0
20507,4,2,6,4,3,1,1
20508,4,2,3,6,9,1,0
20509,2,1,3,4,1,2,0
20510,6,2,5,1,1,1,1
20511,1,2,7,6,3,1,1
20512,6,1,6,4,2,1,1
20513,1,1,3,3,2,2,0
20514,2,2,3,2,2,1,1
20515,2,1,5,6,0,2,0
20516,1,1,4,4,0,2,0
20517,2,2,6,1,1,1,1
20518,1,2,8,6,5,1,0
20519,1,1,6,1,2,2,0
20520,1,2,2,1,0,1,0
20521,1,1,3,3,3,3,1
20522,5,2,5,1,2,1,1
20523,1,1,4,1,6,1,1
20524,5,1,6,1,1,2,2
20525,1,1,6,1,1,3,0
20526,6,2,7,3,4,2,0
20527,1,2,7,5,2,2,1
20528,8,2,3,1,1,1,0
20529,1,2,5,5,6,2,2
20530,7,1,10,1,1,2,2
20531,1,2,8,4,4,2,1
20532,1,2,8,1,1,2,0
20533,2,2,7,6,4,3,1
20534,1,2,9,1,2,3,0
20535,1,1,6,4,2,1,1
20536,2,2,1,1,1,3,1
20537,8,2,12,1,5,1,1
20538,1,1,9,1,1,1,2
20539,7,1,3,1,3,1,0
20540,1,2,4,2,1,2,1
20541,8,2,1,2,2,1,0
20542,2,2,2,5,3,3,1
20543,1,1,3,3,1,2,0
20544,1,2,7,6,4,1,0
20545,8,1,4,2,0,2,2
20546,1,2,4,6,3,1,0
20547,1,2,5,1,4,3,0
20548,1,1,9,1,1,2,0
20549,1,2,7,2,2,1,1
20550,4,2,10,6,6,1,0
20551,3,1,3,6,2,3,1
20552,1,1,6,4,3,3,1
20553,1,1,5,4,1,2,0
20554,1,1,7,1,2,1,1
20555,7,2,3,2,0,2,1
20556,6,2,7,6,1,1,1
20557,1,2,3,1,0,2,0
20558,1,2,3,2,2,1,2
20559,1,2,2,3,1,3,0
20560,1,1,3,6,4,3,1
20561,2,1,1,6,0,1,1
20562,2,2,3,6,4,1,1
20563,1,2,5,1,2,1,1
20564,1,2,3,6,1,3,1
20565,1,2,7,1,3,1,1
20566,6,2,7,3,3,2,1
20567,5,2,6,1,3,1,2
20568,1,1,6,4,2,1,1
20569,1,1,8,1,2,1,2
20570,5,2,7,6,4,2,0
20571,2,1,7,6,8,1,0
20572,1,1,6,1,2,1,1
20573,1,2,5,4,4,3,0
20574,1,2,8,1,2,1,1
20575,1,2,6,3,2,1,1
20576,8,1,6,1,2,3,2
20577,1,1,6,1,3,1,2
20578,1,1,6,4,2,3,1
20579,1,1,9,1,0,2,0
20580,1,1,6,2,1,1,1
20581,1,2,4,2,4,2,0
20582,5,1,7,6,1,1,0
20583,1,1,6,4,3,2,0
20584,1,1,5,5,1,1,1
20585,2,1,2,1,2,3,1
20586,1,2,7,5,2,3,1
20587,2,2,3,6,4,2,0
20588,1,1,8,4,5,1,1
20589,8,1,6,6,1,1,0
20590,7,1,10,6,5,3,0
20591,2,1,8,1,4,1,2
20592,2,2,6,1,7,1,1
20593,1,2,4,4,0,3,0
20594,1,2,4,3,5,1,1
20595,8,1,2,1,1,1,0
20596,2,1,4,2,0,1,0
20597,1,2,2,5,4,1,0
20598,1,1,4,4,1,3,1
20599,7,1,12,6,5,1,0
20600,2,2,8,4,0,1,2
20601,1,1,5,1,0,3,0
20602,1,2,7,1,4,1,1
20603,6,1,6,3,3,1,1
20604,1,1,6,1,2,1,1
20605,1,2,5,4,1,3,1
20606,1,1,6,1,2,1,2
20607,2,1,8,1,3,1,1
20608,1,1,1,6,4,1,0
20609,1,1,3,1,1,3,1
20610,1,2,3,6,4,2,0
20611,2,1,2,1,6,1,0
20612,1,1,5,4,2,2,1
20613,1,2,5,2,7,3,0
20614,1,1,7,6,2,3,1
20615,7,1,2,2,3,2,1
20616,1,2,7,6,3,1,0
20617,1,2,5,4,3,1,1
20618,1,1,4,3,4,1,1
20619,5,2,9,6,6,3,1
20620,1,2,4,3,1,2,1
20621,1,2,12,1,6,1,1
20622,1,2,6,5,3,1,1
20623,1,2,3,1,2,3,0
20624,8,2,6,1,4,1,2
20625,2,1,8,4,2,2,2
20626,6,2,6,5,3,1,1
20627,5,1,5,1,2,2,1
20628,2,2,5,1,1,1,1
20629,1,1,5,1,3,3,1
20630,2,2,5,1,0,1,1
20631,1,1,5,1,2,3,1
20632,1,2,4,1,2,1,1
20633,8,1,1,6,5,1,0
20634,1,2,4,6,5,3,1
20635,7,1,8,6,5,1,0
20636,2,2,6,6,0,1,1
20637,5,2,4,5,0,2,1
20638,8,2,3,5,3,1,0
20639,2,1,1,6,1,1,0
20640,1,1,5,1,2,3,1
20641,1,2,5,1,1,2,0
20642,1,1,4,6,2,2,1
20643,2,2,3,3,2,2,0
20644,1,2,6,1,2,1,1
20645,1,1,5,1,4,3,0
20646,1,2,11,1,2,1,2
20647,1,2,5,1,2,2,1
20648,5,1,5,5,0,3,0
20649,1,2,10,1,1,3,0
20650,1,2,4,5,1,3,0
20651,1,1,9,1,1,2,0
20652,1,2,7,3,6,1,1
20653,1,1,7,6,2,2,0
20654,2,2,6,6,3,1,1
20655,1,2,7,2,3,1,1
20656,5,1,7,6,0,1,0
20657,5,2,1,6,6,1,1
20658,1,2,1,3,3,1,0
20659,1,1,4,4,1,1,0
20660,1,1,6,6,0,3,1
20661,1,1,7,6,2,3,0
20662,5,2,3,1,1,2,0
20663,1,1,7,2,4,3,2
20664,1,1,6,1,1,1,2
20665,8,2,2,3,0,2,1
20666,6,2,4,4,1,2,2
20667,1,2,8,1,2,1,1
20668,2,2,2,5,3,2,0
20669,1,2,6,4,7,1,1
20670,8,1,7,1,3,2,1
20671,1,2,5,4,0,3,1
20672,1,2,7,2,3,1,1
20673,1,1,6,1,1,3,0
20674,1,1,6,3,2,1,1
20675,1,2,3,1,2,1,0
20676,2,2,7,6,3,3,1
20677,1,2,2,3,3,3,0
20678,1,2,7,4,2,1,1
20679,7,1,12,6,6,1,0
20680,6,2,6,2,2,1,1
20681,2,1,8,6,3,1,0
20682,6,2,7,1,2,1,1
20683,1,1,3,4,0,1,0
20684,1,1,7,1,2,3,1
20685,2,2,5,4,1,1,1
20686,2,2,6,5,3,1,1
20687,1,1,7,4,1,1,1
20688,1,2,5,6,5,1,0
20689,7,2,5,2,0,1,1
20690,1,1,6,1,2,1,2
20691,1,2,4,3,1,1,1
20692,5,1,6,6,3,3,1
20693,1,1,6,6,4,1,0
20694,1,2,4,2,6,1,2
20695,1,1,5,6,5,1,0
20696,1,2,4,1,1,3,0
20697,1,1,5,3,1,2,0
20698,1,1,6,4,1,2,0
20699,1,1,4,2,3,3,0
20700,2,2,5,2,1,3,2
20701,1,1,6,1,3,2,0
20702,2,1,5,5,1,1,1
20703,1,2,7,1,1,1,1
20704,1,1,7,3,2,1,1
20705,1,1,2,1,3,3,1
20706,1,2,8,2,1,2,0
20707,1,1,6,1,1,1,1
20708,1,1,3,6,2,1,1
20709,1,1,2,4,1,2,0
20710,1,1,3,3,2,2,0
20711,2,2,6,1,4,2,0
20712,1,1,6,3,1,1,1
20713,5,1,5,5,3,1,1
20714,1,2,2,5,2,2,1
20715,1,1,6,1,1,1,2
20716,7,1,7,1,3,1,2
20717,1,2,3,5,1,1,0
20718,1,2,7,3,4,1,1
20719,2,2,5,6,7,1,0
20720,6,1,11,6,6,1,0
20721,1,2,7,3,1,3,1
20722,1,2,5,1,4,3,1
20723,1,1,5,6,4,3,1
20724,1,2,5,2,2,2,0
20725,6,2,2,1,1,2,1
20726,6,2,4,1,2,2,0
20727,1,2,6,5,0,1,1
20728,5,2,11,6,7,1,0
20729,1,1,3,1,2,1,0
20730,9,1,7,6,1,1,0
20731,8,2,6,1,1,1,2
20732,2,1,4,6,1,1,0
20733,2,1,3,4,3,2,1
20734,1,1,5,6,2,1,0
20735,1,2,12,1,4,1,1
20736,1,1,1,3,3,1,0
20737,1,2,8,6,9,1,1
20738,1,2,5,1,4,1,1
20739,1,1,3,3,0,3,0
20740,1,2,9,1,5,3,1
20741,1,2,4,2,1,2,2
20742,1,1,6,1,2,1,2
20743,1,2,9,5,4,3,1
20744,1,2,6,4,1,3,1
20745,1,1,3,2,3,1,1
20746,2,2,1,5,1,3,1
20747,1,1,5,1,7,3,0
20748,1,2,5,2,0,1,1
20749,8,1,6,4,2,3,2
20750,1,2,6,1,4,1,2
20751,1,1,7,6,3,1,0
20752,1,2,6,1,1,3,2
20753,9,1,6,1,3,2,0
20754,1,1,8,6,2,1,1
20755,1,1,2,1,5,2,1
20756,1,2,8,6,5,1,0
20757,5,2,6,1,4,1,1
20758,1,1,4,2,2,3,1
20759,1,1,9,1,7,1,1
20760,1,1,7,4,4,3,1
20761,1,2,4,1,2,1,0
20762,1,2,3,3,2,3,1
20763,1,1,4,1,2,2,1
20764,5,2,5,1,8,2,1
20765,1,1,7,5,3,2,1
20766,4,2,6,3,1,2,1
20767,2,2,7,1,3,3,1
20768,1,2,1,6,1,1,0
20769,1,2,2,2,1,1,1
20770,1,2,8,1,2,1,1
20771,1,2,6,3,1,2,0
20772,1,1,3,1,1,2,1
20773,7,1,2,3,2,3,1
20774,2,2,2,1,1,2,0
20775,1,1,4,6,3,1,1
20776,3,2,5,5,1,1,1
20777,2,1,7,4,2,3,0
20778,1,2,4,6,5,3,1
20779,1,1,7,5,1,1,1
20780,1,1,8,5,2,3,2
20781,1,1,3,4,1,3,1
20782,1,2,4,1,2,2,0
20783,1,2,8,6,1,1,1
20784,8,2,3,4,0,3,1
20785,1,1,8,1,2,1,2
20786,8,2,5,1,5,1,1
20787,1,1,6,4,2,1,1
20788,7,1,3,6,3,1,1
20789,2,1,4,4,2,1,0
20790,2,2,8,6,3,1,0
20791,1,1,5,1,0,1,1
20792,1,2,6,4,2,1,1
20793,1,2,4,1,6,1,1
20794,1,2,5,1,1,3,1
20795,5,1,4,4,1,1,0
20796,1,1,10,1,0,2,0
20797,8,2,3,1,3,1,0
20798,1,1,6,5,1,3,1
20799,1,2,4,4,2,2,0
20800,1,1,7,1,3,1,2
20801,1,1,5,2,0,2,0
20802,1,1,1,1,3,3,1
20803,6,2,6,6,3,1,1
20804,1,2,6,1,2,3,0
20805,1,2,3,4,2,1,0
20806,8,2,3,6,1,3,0
20807,1,1,4,1,7,2,0
20808,1,2,7,5,1,2,1
20809,1,1,3,2,0,1,1
20810,1,1,7,3,3,1,1
20811,1,1,6,1,6,3,0
20812,2,2,7,4,2,1,1
20813,1,2,5,6,2,1,1
20814,2,2,6,5,3,3,1
20815,1,1,7,1,2,1,1
20816,1,1,6,1,2,3,1
20817,3,1,4,1,2,2,1
20818,2,1,9,1,4,1,1
20819,1,1,1,5,3,2,1
20820,1,1,4,5,0,3,2
20821,1,2,4,6,1,3,0
20822,2,1,2,3,0,2,0
20823,8,2,4,6,5,1,0
20824,1,2,3,1,1,3,0
20825,7,2,6,4,2,2,2
20826,8,1,8,1,7,1,1
20827,1,1,5,2,1,1,2
20828,1,2,7,2,3,1,1
20829,1,2,4,1,2,1,0
20830,1,1,6,4,0,3,2
20831,1,2,6,1,3,1,1
20832,1,2,3,1,2,1,0
20833,7,2,3,5,4,2,1
20834,1,2,6,1,2,1,2
20835,1,1,3,4,3,1,0
20836,1,2,11,1,3,2,0
20837,2,2,1,6,1,1,0
20838,1,1,7,4,1,1,1
20839,1,1,5,1,2,1,1
20840,1,2,6,1,4,3,1
20841,2,1,3,6,1,1,0
20842,1,2,7,6,2,1,0
20843,1,2,5,2,5,1,1
20844,1,1,5,6,3,3,1
20845,3,2,2,6,5,1,1
20846,2,1,4,1,2,2,1
20847,1,1,7,1,1,3,0
20848,1,1,6,5,3,3,2
20849,1,2,8,1,0,3,0
20850,7,1,3,2,4,1,1
20851,1,2,7,2,2,1,1
20852,5,1,3,6,3,2,1
20853,1,2,7,3,2,1,1
20854,8,2,1,5,2,3,1
20855,8,2,1,3,3,1,1
20856,1,1,3,6,5,1,0
20857,1,2,7,1,1,1,1
20858,1,2,7,1,3,3,1
20859,2,1,7,6,1,1,0
20860,1,2,5,6,3,2,0
20861,1,2,7,4,3,2,1
20862,1,2,7,6,0,1,0
20863,1,1,7,5,3,3,1
20864,2,2,5,6,4,1,0
20865,1,1,3,1,4,3,1
20866,1,1,6,1,4,2,0
20867,1,2,9,2,2,2,0
20868,1,2,6,1,0,1,2
20869,1,2,7,6,4,1,0
20870,6,1,7,4,1,3,0
20871,1,1,6,2,1,1,1
20872,1,2,7,3,3,1,1
20873,2,1,9,4,1,3,0
20874,1,2,9,1,2,3,1
20875,8,2,4,1,0,2,1
20876,1,2,7,6,1,1,0
20877,1,1,6,1,1,3,1
20878,6,2,7,5,3,2,1
20879,4,2,3,2,2,2,0
20880,1,2,8,6,0,1,0
20881,1,2,5,2,3,1,1
20882,1,2,5,3,1,3,1
20883,5,2,1,5,0,2,1
20884,8,1,5,1,2,1,1
20885,1,2,4,1,1,3,0
20886,1,2,6,3,3,1,1
20887,1,1,4,1,4,1,0
20888,2,1,5,3,1,2,0
20889,1,2,7,1,4,3,2
20890,4,1,3,2,0,2,0
20891,1,1,5,1,4,3,1
20892,2,2,5,3,1,1,1
20893,1,2,6,3,2,1,1
20894,2,2,3,3,3,2,0
20895,6,1,8,1,3,1,1
20896,1,1,6,5,1,1,1
20897,2,2,7,3,5,1,1
20898,1,2,7,3,2,1,1
20899,1,2,8,6,2,1,0
20900,8,2,6,1,4,1,2
20901,1,1,9,1,2,1,1
20902,8,1,1,5,4,3,1
20903,3,2,12,6,5,2,0
20904,1,2,6,1,1,1,2
20905,8,1,5,3,4,1,2
20906,1,2,4,4,2,3,1
20907,1,2,8,6,5,1,0
20908,1,1,3,1,3,1,0
20909,8,2,6,6,1,3,0
20910,1,1,7,6,0,1,0
20911,8,2,6,2,2,2,0
20912,1,2,5,5,3,1,1
20913,2,1,2,3,0,2,0
20914,1,2,7,4,7,2,1
20915,6,1,3,3,0,2,0
20916,8,2,2,1,2,1,0
20917,2,1,4,6,4,2,0
20918,1,1,3,1,2,3,1
20919,1,2,6,1,3,1,2
20920,3,1,6,1,3,1,2
20921,1,2,5,3,0,2,0
20922,1,1,5,1,1,2,0
20923,6,1,7,4,1,2,0
20924,5,1,4,1,2,2,1
20925,1,2,7,3,4,3,1
20926,1,1,1,6,0,3,1
20927,2,1,6,3,2,2,0
20928,1,1,9,1,3,1,2
20929,1,2,5,2,3,1,1
20930,1,2,8,6,4,3,1
20931,1,1,6,1,0,1,1
20932,1,1,7,1,2,1,1
20933,1,2,2,4,2,3,0
20934,1,2,7,3,3,1,1
20935,2,1,5,1,1,2,0
20936,1,2,6,4,2,1,1
20937,6,1,9,4,3,1,1
20938,1,2,4,1,4,2,1
20939,1,2,3,1,3,2,1
20940,1,1,6,2,3,1,1
20941,1,1,8,1,0,2,0
20942,2,1,7,2,4,1,1
20943,5,1,6,6,6,1,1
20944,1,1,3,1,0,2,1
20945,1,1,7,4,3,1,1
20946,1,1,7,6,1,3,1
20947,1,2,7,6,5,1,0
20948,1,2,3,5,1,3,0
20949,2,1,7,4,4,2,1
20950,1,1,8,1,3,1,2
20951,7,1,2,1,4,1,0
20952,1,2,5,1,2,3,1
20953,2,2,4,6,5,1,1
20954,1,2,3,1,3,1,1
20955,1,1,7,2,3,1,1
20956,1,1,9,1,5,1,1
20957,7,1,6,6,3,1,1
20958,9,1,1,6,9,3,0
20959,1,1,6,2,3,1,1
20960,1,1,7,1,2,1,2
20961,1,2,6,2,3,1,1
20962,1,1,8,4,3,1,1
20963,1,2,6,4,2,2,0
20964,4,2,2,3,2,2,0
20965,2,2,2,5,1,3,1
20966,6,2,3,2,3,3,0
20967,2,2,1,6,3,1,0
20968,7,2,8,1,3,1,1
20969,1,1,5,4,3,1,1
20970,1,1,6,1,3,1,1
20971,1,1,4,6,0,3,1
20972,1,2,5,4,1,1,2
20973,8,1,2,6,4,3,1
20974,2,2,4,1,3,2,1
20975,7,1,6,2,1,3,2
20976,1,1,3,4,0,1,0
20977,2,2,8,1,2,1,2
20978,8,2,6,1,3,2,2
20979,5,1,6,1,1,1,1
20980,8,2,1,1,1,2,1
20981,8,1,8,1,0,1,2
20982,1,1,3,1,3,1,1
20983,5,1,6,6,3,1,0
20984,6,2,5,4,2,2,1
20985,3,2,6,1,3,1,2
20986,2,1,7,1,6,1,1
20987,2,2,7,6,1,1,1
20988,5,2,8,1,3,1,1
20989,6,2,5,5,3,1,1
